,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Day,Month,Year,Hour,Minute,Total Consumption
39682,1.888,0.142,228.38,8.4,27,5,2009,10,24,19.0
39683,0.326,0.08,245.92,1.4,26,11,2008,0,28,0.0
39684,0.218,0.086,241.71,1.0,6,4,2009,14,56,1.0
39685,0.54,0.206,244.34,2.4,12,9,2009,13,44,1.0
39686,0.85,0.07,244.29,3.4,10,4,2010,0,30,1.0
39687,0.344,0.088,242.59,1.4,22,11,2010,23,2,0.0
39688,0.836,0.056,238.73,3.6,1,10,2008,18,29,0.0
39689,0.216,0.0,241.54,0.8,26,2,2007,7,0,0.0
39690,0.744,0.206,240.47,3.2,23,7,2010,23,26,2.0
39691,1.91,0.16,238.53,8.0,26,5,2010,19,42,23.0
39692,1.378,0.122,241.49,5.6,25,8,2009,10,16,19.0
39693,0.174,0.138,239.69,0.8,8,7,2008,4,9,1.0
39694,0.344,0.192,240.04,1.6,7,11,2010,4,37,1.0
39695,0.794,0.132,239.8,3.4,8,2,2009,9,52,12.0
39696,2.382,0.0,240.64,9.8,22,2,2007,6,17,0.0
39697,0.33,0.088,246.59,1.4,17,11,2010,4,34,1.0
39698,0.68,0.0,237.24,2.8,11,12,2010,20,42,2.0
39699,0.706,0.0,243.93,2.8,10,12,2009,22,42,1.0
39700,1.964,0.294,237.06,8.4,8,8,2010,14,32,29.0
39702,1.23,0.0,238.19,5.0,16,9,2009,9,56,18.0
39703,3.036,0.158,242.17,12.4,31,12,2006,16,32,0.0
39705,0.262,0.132,241.89,1.2,7,11,2008,20,11,1.0
39706,0.764,0.162,244.02,3.2,17,2,2008,1,24,1.0
39707,1.41,0.058,240.51,5.8,16,1,2009,8,16,19.0
39708,0.338,0.196,240.74,1.6,7,10,2010,18,23,1.0
39709,0.286,0.104,240.33,1.2,14,4,2007,12,3,1.0
39710,4.336,0.398,241.28,18.0,13,12,2009,15,54,57.0
39711,0.736,0.186,241.98,3.0,24,10,2009,14,37,1.0
39712,2.522,0.29,241.51,10.4,20,1,2007,3,8,2.0
39713,0.414,0.358,240.75,2.2,28,8,2009,10,45,2.0
39714,1.524,0.0,241.19,6.2,19,10,2010,11,30,19.0
39715,4.51,0.216,237.19,19.0,15,6,2007,0,6,72.0
39716,1.398,0.082,242.72,5.6,11,12,2009,11,4,21.0
39717,1.268,0.2,243.89,5.2,27,12,2008,19,12,2.0
39718,0.286,0.0,246.47,1.2,1,3,2008,14,23,0.0
39719,1.332,0.0,240.31,5.4,4,3,2009,8,46,18.0
39720,0.126,0.0,243.92,0.6,9,4,2007,1,21,0.0
39721,1.444,0.2,240.61,6.0,6,10,2010,11,35,18.0
39722,0.39,0.082,241.36,1.6,17,10,2008,1,28,1.0
39723,2.132,0.0,238.64,8.8,12,5,2007,8,22,18.0
39724,0.318,0.082,242.19,1.4,25,11,2010,2,33,0.0
39725,2.482,0.1,238.13,10.4,20,7,2008,1,5,38.0
39726,1.342,0.0,241.91,5.4,1,1,2010,17,26,0.0
39727,4.212,0.146,235.37,17.8,16,9,2009,21,52,55.0
39728,0.288,0.096,239.4,1.2,9,5,2008,6,11,2.0
39729,1.428,0.214,240.37,6.0,14,5,2008,10,22,18.0
39730,0.476,0.33,240.35,2.4,14,5,2009,16,29,1.0
39731,1.566,0.194,239.3,6.6,28,9,2008,13,40,19.0
39732,0.448,0.22,242.67,2.0,30,9,2007,17,18,0.0
39733,0.412,0.152,244.03,1.8,23,4,2009,4,4,1.0
39734,1.346,0.062,242.57,5.4,11,7,2008,13,57,18.0
39735,0.652,0.054,242.67,2.6,2,11,2010,18,1,0.0
39736,0.304,0.122,241.12,1.4,21,9,2009,14,51,1.0
39737,0.336,0.0,237.03,1.8,20,5,2008,10,26,1.0
39738,0.37,0.168,241.75,1.6,29,3,2007,4,41,1.0
39739,0.332,0.23,242.83,1.6,15,8,2010,2,36,0.0
39740,0.342,0.136,244.19,1.4,18,3,2007,1,26,0.0
39741,2.558,0.214,239.55,10.6,9,5,2007,7,4,21.0
39742,0.338,0.084,238.07,1.4,6,7,2007,23,21,0.0
39743,0.124,0.0,239.18,0.4,28,9,2009,14,6,1.0
39744,0.316,0.098,244.46,1.4,29,12,2008,5,42,0.0
39745,2.654,0.112,238.79,12.0,30,4,2010,12,4,32.0
39746,0.712,0.0,241.38,3.0,16,10,2008,13,45,1.0
39747,4.696,0.254,233.37,20.6,11,11,2007,19,11,42.0
39748,0.282,0.114,240.18,1.4,24,8,2010,0,51,2.0
39749,3.012,0.23,236.3,12.8,28,9,2007,7,39,17.0
39750,0.294,0.064,244.42,1.2,15,2,2008,4,26,0.0
39751,0.316,0.092,243.37,1.4,3,8,2007,23,28,2.0
39752,1.414,0.096,242.93,5.8,23,2,2009,0,51,0.0
39753,0.102,0.0,235.61,0.4,30,7,2007,17,3,0.0
39754,0.654,0.144,240.72,2.8,1,1,2010,5,6,0.0
39755,2.642,0.092,237.92,11.0,2,3,2007,5,9,2.0
39756,1.454,0.202,240.91,6.0,22,5,2009,7,36,20.0
39757,0.33,0.106,244.74,1.4,26,3,2009,15,46,0.0
39758,2.702,0.356,238.57,11.6,10,1,2008,13,43,41.0
39759,1.456,0.078,239.55,6.0,7,4,2008,8,21,18.0
39760,0.31,0.226,242.39,1.6,20,6,2009,16,55,1.0
39761,0.156,0.0,241.17,0.6,8,11,2010,11,17,1.0
39762,0.142,0.0,243.5,0.6,17,7,2009,23,7,1.0
39763,1.73,0.438,238.98,7.4,5,2,2008,20,26,20.0
39764,0.428,0.234,240.58,2.0,9,9,2009,15,2,3.0
39765,0.246,0.0,242.83,1.0,18,10,2008,2,21,1.0
39766,0.204,0.0,234.8,0.8,28,2,2008,21,9,0.0
39767,1.398,0.096,240.96,5.8,31,10,2007,15,28,17.0
39768,0.148,0.0,240.12,0.6,27,7,2008,6,3,0.0
39769,0.286,0.076,240.03,1.2,27,9,2007,17,0,1.0
39770,1.69,0.098,239.07,7.0,26,9,2008,7,42,18.0
39771,1.962,0.456,240.24,8.4,14,6,2007,20,14,21.0
39772,0.608,0.22,243.55,2.8,14,9,2008,23,20,1.0
39773,0.35,0.116,247.89,1.4,31,10,2010,7,19,0.0
39774,1.664,0.17,244.85,6.8,12,7,2008,23,16,19.0
39775,0.334,0.082,243.26,1.4,19,6,2010,20,8,1.0
39776,1.472,0.182,239.54,6.2,10,12,2008,1,50,18.0
39777,0.168,0.0,244.04,0.6,6,12,2008,23,26,0.0
39778,0.216,0.122,242.27,1.0,7,11,2009,19,47,2.0
39779,0.258,0.0,246.68,1.0,2,12,2010,0,0,1.0
39780,2.168,0.0,238.48,9.0,14,12,2008,20,12,0.0
39781,0.324,0.248,240.86,1.6,26,8,2009,13,52,1.0
39782,1.494,0.052,242.37,6.2,20,3,2009,7,14,18.0
39783,0.314,0.096,244.89,1.2,22,2,2008,2,30,1.0
39784,0.246,0.0,242.35,1.0,11,12,2007,3,23,0.0
39785,0.27,0.102,241.79,1.2,9,1,2010,5,38,1.0
39786,2.716,0.432,238.48,12.4,21,3,2008,18,42,33.0
39787,0.656,0.172,241.23,4.0,10,7,2007,9,30,1.0
39788,0.208,0.102,240.38,1.0,8,2,2009,4,10,1.0
39789,1.946,0.066,236.77,8.2,25,5,2007,6,35,18.0
39790,0.748,0.058,242.06,3.2,16,6,2010,0,54,0.0
39791,0.324,0.086,244.04,1.4,25,10,2007,15,15,0.0
39792,1.348,0.0,241.05,5.6,15,5,2010,9,50,19.0
39793,1.214,0.0,239.41,5.0,22,9,2008,9,25,18.0
39794,0.264,0.12,240.93,1.2,8,6,2010,18,23,0.0
39795,0.312,0.102,237.51,1.4,9,3,2009,2,16,1.0
39796,3.122,0.308,238.66,13.2,5,9,2008,9,55,32.0
39797,0.936,0.0,239.9,4.2,15,3,2008,22,33,5.0
39798,0.296,0.212,240.37,1.4,13,9,2007,6,9,0.0
39799,0.218,0.0,240.19,1.0,13,10,2007,4,5,0.0
39800,0.424,0.27,240.68,2.0,11,7,2007,6,48,1.0
39801,0.478,0.316,240.89,2.4,28,3,2008,17,3,1.0
39802,0.222,0.0,243.23,1.0,22,3,2007,1,31,0.0
39803,0.336,0.104,244.29,1.4,17,11,2007,5,5,0.0
39804,1.5,0.09,242.35,6.2,23,1,2008,13,3,18.0
39806,0.228,0.116,242.5,1.0,14,8,2009,5,13,1.0
39807,0.322,0.11,245.61,1.4,2,10,2009,2,19,0.0
39808,0.304,0.0,241.64,1.2,20,4,2008,18,50,1.0
39809,0.502,0.242,243.33,2.2,10,7,2008,23,56,3.0
39810,0.402,0.096,236.62,2.0,17,7,2007,21,0,0.0
39811,1.7,0.128,239.53,7.0,31,12,2009,23,18,18.0
39812,0.24,0.0,238.62,1.0,29,10,2009,9,11,0.0
39813,1.324,0.0,241.29,5.4,25,4,2008,10,4,19.0
39814,2.688,0.312,241.15,11.4,13,3,2010,17,57,33.0
39815,0.858,0.296,241.2,3.8,6,11,2008,20,47,1.0
39816,0.28,0.0,245.22,1.2,11,11,2009,4,26,1.0
39817,1.382,0.09,243.97,5.6,18,6,2010,17,49,20.0
39818,4.378,0.114,235.77,18.6,18,11,2008,7,39,17.0
39819,2.938,0.0,239.09,12.2,31,12,2007,16,49,18.0
39820,0.754,0.0,241.73,3.0,5,4,2009,18,28,1.0
39821,1.436,0.252,242.61,6.0,23,12,2008,0,26,2.0
39822,0.408,0.206,238.49,1.8,4,3,2008,6,7,2.0
39823,2.986,0.106,238.96,12.4,25,3,2008,7,19,17.0
39824,0.52,0.308,235.75,2.4,26,5,2007,16,17,2.0
39825,1.336,0.058,240.23,5.6,15,12,2008,11,2,18.0
39826,0.154,0.0,241.96,0.6,9,5,2008,2,9,1.0
39827,0.44,0.118,239.68,1.8,13,4,2009,17,17,1.0
39828,0.264,0.0,241.74,1.2,28,3,2009,3,8,0.0
39829,0.532,0.0,239.83,2.6,6,8,2008,0,17,6.0
39830,2.124,0.0,240.07,8.8,5,9,2008,9,49,18.0
39831,0.646,0.506,241.28,3.4,16,8,2009,17,34,2.0
39832,1.346,0.158,239.07,5.6,7,9,2008,7,13,18.0
39833,0.302,0.116,241.94,1.4,17,9,2009,5,52,1.0
39834,3.48,0.292,234.22,14.8,4,2,2007,21,34,17.0
39835,0.49,0.234,243.08,2.2,12,1,2009,0,39,1.0
39836,0.22,0.0,249.74,0.8,26,12,2008,4,5,0.0
39837,2.068,0.344,240.36,8.6,3,4,2007,16,20,23.0
39838,0.728,0.142,241.86,3.0,30,9,2009,18,1,4.0
39839,0.32,0.206,239.19,1.6,9,11,2008,13,25,1.0
39840,1.796,0.166,241.42,7.4,31,1,2009,10,25,19.0
39841,1.42,0.108,237.76,6.0,1,10,2007,9,44,18.0
39842,2.412,0.0,239.32,10.0,19,1,2010,18,32,18.0
39843,1.336,0.052,242.99,5.4,2,6,2010,12,45,19.0
39844,0.208,0.0,241.05,1.0,6,6,2008,4,4,1.0
39845,0.602,0.104,242.38,3.0,29,8,2010,15,50,5.0
39846,1.776,0.0,241.47,7.2,19,5,2009,7,21,19.0
39847,1.526,0.066,240.99,6.4,16,1,2008,11,15,19.0
39848,1.394,0.098,240.87,5.8,23,5,2009,6,37,19.0
39849,0.428,0.182,241.02,1.8,17,4,2010,6,12,1.0
39850,1.874,0.244,237.05,7.8,28,10,2009,20,21,1.0
39851,1.418,0.068,242.86,5.8,17,11,2010,10,33,18.0
39852,0.322,0.082,239.6,1.4,5,5,2008,14,7,1.0
39853,0.156,0.0,240.11,0.6,6,8,2008,10,14,0.0
39854,2.794,0.39,238.82,11.8,28,5,2008,21,39,18.0
39855,1.44,0.134,240.47,6.0,10,11,2009,13,12,19.0
39856,1.332,0.208,238.3,5.6,7,5,2007,9,23,18.0
39858,0.256,0.0,237.86,1.0,5,11,2009,14,44,1.0
39859,4.772,0.202,235.49,20.2,5,1,2010,14,22,74.0
39860,0.364,0.08,241.29,1.6,18,4,2010,1,34,1.0
39861,1.45,0.206,240.53,6.0,27,10,2009,9,18,18.0
39862,0.264,0.112,240.82,1.2,30,7,2010,5,29,1.0
39863,1.412,0.124,238.33,5.8,18,1,2007,22,6,17.0
39864,1.384,0.0,243.77,5.6,1,9,2010,12,5,19.0
39865,0.542,0.236,238.59,2.4,7,1,2008,14,23,1.0
39866,1.874,0.258,236.44,8.0,5,11,2010,8,14,20.0
39867,0.176,0.152,240.51,0.8,18,8,2008,19,20,1.0
39868,0.342,0.086,241.68,1.4,26,4,2010,11,54,1.0
39869,0.234,0.122,241.2,1.0,22,6,2008,5,30,0.0
39870,0.318,0.0,244.69,1.2,20,10,2009,2,44,1.0
39871,1.768,0.0,238.46,7.4,11,11,2008,10,53,18.0
39872,1.938,0.12,239.46,8.0,3,12,2009,8,19,19.0
39873,0.082,0.0,242.62,0.2,25,8,2008,10,8,0.0
39874,1.298,0.0,240.47,5.4,21,3,2007,9,51,18.0
39875,1.79,0.062,240.68,7.4,20,10,2010,10,22,18.0
39876,1.41,0.224,234.21,6.0,6,3,2008,8,53,19.0
39877,2.048,0.048,237.26,9.0,13,5,2010,10,19,18.0
39878,0.386,0.218,239.3,1.8,3,1,2007,12,1,0.0
39879,4.26,0.406,230.77,18.6,11,7,2007,19,8,18.0
39880,0.646,0.166,237.64,2.8,10,1,2010,18,54,2.0
39881,0.406,0.214,241.36,1.8,3,6,2007,15,14,1.0
39882,2.296,0.59,241.98,10.0,13,1,2009,9,7,19.0
39883,0.142,0.0,241.67,0.6,22,8,2009,0,38,1.0
39884,0.366,0.082,244.94,1.6,4,6,2009,2,35,0.0
39885,0.146,0.0,241.98,0.6,25,7,2009,22,14,1.0
39886,0.294,0.136,243.76,1.4,31,5,2009,0,32,1.0
39887,1.506,0.126,236.44,6.4,20,5,2007,16,8,18.0
39888,0.25,0.122,238.24,1.2,8,3,2008,17,15,1.0
39889,0.284,0.05,235.99,1.2,4,2,2008,13,49,0.0
39890,0.228,0.0,243.46,1.0,1,9,2008,6,26,0.0
39891,1.66,0.24,241.09,6.8,2,9,2007,21,20,0.0
39892,2.444,0.0,234.26,10.4,3,10,2008,19,45,0.0
39893,0.972,0.154,238.25,4.4,1,6,2007,21,5,0.0
39894,2.176,0.502,238.81,9.2,4,4,2010,17,9,19.0
39895,0.192,0.0,243.06,0.8,9,2,2009,4,5,1.0
39896,0.43,0.0,240.22,1.8,10,6,2010,12,24,3.0
39897,0.23,0.0,243.94,1.0,11,8,2007,3,34,0.0
39898,0.548,0.168,239.06,2.4,10,6,2007,16,50,0.0
39899,2.622,0.854,239.16,11.8,7,4,2010,7,20,1.0
39900,1.442,0.054,241.47,6.0,29,9,2010,17,25,19.0
39901,3.52,0.424,237.37,15.0,10,11,2009,11,35,48.0
39902,0.236,0.098,243.37,1.0,16,7,2010,18,5,0.0
39903,1.242,0.054,232.12,5.2,31,8,2009,8,23,17.0
39904,0.296,0.214,242.32,1.4,9,8,2007,1,19,0.0
39905,0.412,0.074,241.62,1.6,15,6,2008,1,28,2.0
39906,1.942,0.204,240.78,8.0,24,5,2010,18,23,20.0
39907,0.294,0.096,240.04,1.2,27,3,2007,12,17,1.0
39908,0.254,0.0,248.23,1.0,14,12,2009,5,11,1.0
39909,2.704,0.462,239.85,11.4,18,9,2009,19,43,20.0
39910,0.374,0.088,242.71,1.6,20,5,2010,2,51,1.0
39911,1.356,0.0,242.96,5.6,4,2,2009,12,44,18.0
39912,1.398,0.084,240.7,5.8,20,4,2009,10,58,19.0
39913,1.868,0.126,240.69,7.8,18,1,2010,7,5,19.0
39914,0.204,0.06,243.57,0.8,31,10,2008,2,18,0.0
39915,0.496,0.254,239.81,2.4,4,5,2009,10,17,2.0
39916,0.538,0.072,234.59,2.2,19,11,2010,17,33,0.0
39917,0.398,0.25,242.03,1.8,21,5,2008,15,59,2.0
39918,0.154,0.0,239.44,0.6,31,7,2010,14,58,1.0
39919,1.592,0.256,240.07,6.6,9,11,2009,7,24,20.0
39920,0.254,0.086,239.85,1.0,8,5,2008,1,34,2.0
39921,0.2,0.112,238.86,1.0,29,8,2007,11,59,2.0
39922,1.0,0.408,242.28,4.4,13,6,2010,0,45,13.0
39923,0.39,0.198,239.36,1.8,24,4,2008,18,9,1.0
39924,0.484,0.16,243.31,2.6,19,8,2009,21,47,4.0
39925,1.702,0.154,242.79,7.0,16,9,2010,7,26,19.0
39926,0.416,0.246,244.02,2.0,17,6,2009,20,20,0.0
39927,0.404,0.21,246.95,1.8,30,1,2009,4,59,0.0
39928,1.602,0.208,241.29,6.6,10,10,2009,6,54,21.0
39929,0.228,0.052,245.9,1.0,31,1,2009,4,3,0.0
39930,0.786,0.096,243.89,3.2,15,2,2008,23,26,0.0
39931,1.384,0.07,235.66,5.8,2,6,2007,8,19,18.0
39932,0.39,0.164,238.7,1.8,26,11,2010,1,42,0.0
39933,0.728,0.348,241.07,3.2,23,8,2007,20,22,1.0
39934,3.62,0.048,237.99,15.2,9,8,2007,11,49,55.0
39935,0.18,0.156,243.0,0.8,8,6,2008,9,5,1.0
39936,0.262,0.236,238.87,1.6,14,8,2008,7,15,1.0
39937,0.176,0.152,240.72,0.8,30,8,2008,12,41,0.0
39938,0.236,0.0,244.71,1.0,22,10,2009,17,21,1.0
39939,0.302,0.086,240.16,1.2,27,9,2007,12,28,0.0
39940,0.296,0.056,241.88,1.2,15,11,2007,3,43,0.0
39941,1.882,0.462,244.53,7.8,17,12,2008,12,9,20.0
39942,2.49,0.0,238.75,10.4,13,12,2008,19,42,19.0
39943,0.204,0.0,241.84,0.8,11,1,2007,7,45,0.0
39944,0.364,0.182,245.85,1.6,28,12,2007,2,17,0.0
39945,0.322,0.092,242.72,1.4,31,3,2010,2,55,1.0
39946,0.186,0.154,241.79,1.0,20,8,2008,18,39,0.0
39947,1.36,0.194,238.57,5.6,23,7,2008,9,26,20.0
39948,2.01,0.3,236.76,8.8,10,4,2009,11,14,30.0
39949,0.356,0.172,241.09,1.6,10,1,2007,5,0,2.0
39950,0.33,0.102,243.68,1.4,29,11,2007,4,43,0.0
39951,0.258,0.118,240.82,1.2,13,8,2010,2,15,1.0
39952,2.962,0.526,239.69,12.6,28,8,2010,17,0,19.0
39954,1.966,0.24,242.95,9.8,31,8,2010,19,43,19.0
39955,2.468,0.16,240.43,10.2,10,9,2008,13,21,29.0
39956,0.312,0.232,242.21,1.6,24,6,2009,1,53,3.0
39957,0.324,0.116,248.16,1.4,27,11,2009,15,13,0.0
39958,0.56,0.094,241.95,2.2,29,9,2009,16,39,2.0
39959,0.364,0.116,244.55,1.6,4,6,2008,6,25,1.0
39960,2.216,0.242,237.17,9.4,26,9,2008,21,40,18.0
39961,0.346,0.23,239.76,1.8,23,9,2008,3,15,0.0
39962,0.306,0.11,245.06,1.2,4,6,2010,1,57,1.0
39963,1.3,0.122,240.61,6.0,19,9,2009,7,38,0.0
39964,2.004,0.282,240.8,8.4,12,1,2007,13,50,19.0
39965,1.298,0.0,238.81,5.4,28,5,2010,21,47,2.0
39966,1.464,0.168,240.45,6.0,1,2,2009,19,51,0.0
39967,1.402,0.068,246.82,5.6,14,2,2010,13,33,19.0
39968,1.596,0.298,235.21,6.8,7,2,2008,14,0,19.0
39969,0.606,0.098,243.67,2.6,4,8,2010,17,29,1.0
39970,1.64,0.196,240.91,6.8,4,1,2008,12,9,18.0
39971,1.782,0.156,243.73,7.2,2,9,2008,13,4,18.0
39972,0.486,0.32,243.28,2.4,21,3,2008,0,4,1.0
39973,0.216,0.0,245.41,0.8,28,11,2008,4,18,0.0
39974,0.174,0.0,240.77,0.8,19,8,2009,10,1,1.0
39975,0.304,0.15,243.25,1.4,23,8,2007,17,35,0.0
39976,0.896,0.278,241.06,3.8,8,8,2009,13,21,11.0
39977,4.552,0.382,232.84,19.6,14,3,2007,20,7,39.0
39978,0.524,0.078,239.39,2.2,21,2,2009,10,18,0.0
39979,0.604,0.158,244.81,2.6,9,2,2008,23,24,2.0
39980,1.524,0.0,247.32,6.2,1,7,2010,23,2,19.0
39981,1.584,0.254,236.5,6.6,27,7,2008,14,30,19.0
39982,0.634,0.21,241.76,3.0,3,4,2008,8,31,0.0
39983,0.426,0.186,247.33,1.8,23,1,2009,0,49,0.0
39984,0.342,0.11,240.92,1.4,26,4,2008,5,48,0.0
39985,1.404,0.0,240.31,5.8,11,1,2009,12,9,18.0
39986,1.19,0.0,238.56,5.0,25,2,2009,20,59,0.0
39987,0.578,0.104,241.31,2.4,9,10,2009,18,43,1.0
39988,0.306,0.0,246.24,1.4,4,4,2009,0,6,0.0
39989,0.846,0.17,242.25,3.6,8,12,2009,9,44,12.0
39990,1.814,0.168,243.36,7.4,1,3,2009,21,0,19.0
39991,2.598,0.136,243.07,10.6,1,1,2007,2,26,0.0
39992,1.896,0.502,238.17,8.2,4,12,2009,19,43,20.0
39993,0.238,0.0,244.4,1.0,23,5,2009,0,25,1.0
39994,0.252,0.252,240.22,1.4,18,8,2008,11,2,1.0
39995,1.876,0.226,239.75,7.8,6,11,2009,15,29,19.0
39996,2.358,0.178,240.4,9.8,2,7,2010,19,45,11.0
39997,0.306,0.102,242.2,1.2,3,10,2007,2,46,2.0
39998,1.342,0.0,243.65,5.4,2,4,2010,15,3,19.0
39999,1.346,0.0,242.2,5.6,15,1,2007,12,20,18.0
40000,0.262,0.0,248.09,1.0,26,10,2010,16,8,1.0
40001,0.246,0.0,241.39,1.0,11,12,2007,3,59,0.0
40002,0.082,0.0,242.19,0.2,8,11,2008,14,34,1.0
40003,2.384,0.464,239.01,10.2,22,6,2008,21,35,31.0
40004,2.404,0.182,241.3,10.4,26,3,2008,12,30,35.0
40005,0.42,0.246,244.29,2.0,25,3,2010,14,7,1.0
40006,0.478,0.0,240.38,2.0,6,5,2009,21,42,1.0
40007,0.912,0.176,240.35,3.8,10,1,2010,3,52,11.0
40008,0.108,0.0,243.06,0.4,15,8,2007,18,37,0.0
40009,1.364,0.0,243.07,5.6,24,10,2007,0,14,18.0
40010,0.29,0.0,243.43,1.2,12,1,2009,1,52,0.0
40011,1.376,0.138,238.81,5.8,4,11,2007,12,23,18.0
40012,1.358,0.124,240.03,5.6,23,5,2008,12,54,18.0
40013,0.296,0.088,245.55,1.2,23,1,2008,23,39,1.0
40014,0.242,0.1,239.6,1.0,21,6,2009,9,37,3.0
40015,1.762,0.06,238.28,7.4,16,1,2008,12,59,17.0
40016,2.272,0.116,243.09,9.4,28,1,2008,22,54,18.0
40017,0.332,0.072,245.93,1.4,19,2,2010,3,33,1.0
40018,2.394,0.208,248.84,9.6,21,12,2009,22,49,19.0
40019,2.016,0.078,241.68,8.4,25,1,2007,21,16,18.0
40020,0.318,0.194,239.36,1.6,22,9,2007,3,11,1.0
40021,1.408,0.08,241.76,5.8,30,10,2009,15,0,19.0
40022,1.518,0.388,237.13,6.6,23,5,2010,11,0,12.0
40023,0.62,0.348,240.5,3.0,16,5,2008,17,2,2.0
40024,1.608,0.114,237.04,6.8,7,4,2010,0,46,0.0
40025,0.302,0.24,241.69,1.6,8,4,2009,12,25,1.0
40026,1.98,0.2,238.1,8.2,9,9,2008,13,22,29.0
40027,1.286,0.068,241.21,5.2,12,8,2008,12,37,18.0
40028,0.16,0.142,242.16,0.8,18,8,2008,1,51,1.0
40029,0.356,0.088,247.75,1.4,23,1,2009,2,58,1.0
40030,0.846,0.074,242.86,3.4,10,11,2008,23,7,1.0
40031,0.388,0.086,240.12,1.6,7,2,2010,13,8,1.0
40032,1.514,0.294,238.5,6.4,10,5,2009,9,3,19.0
40033,0.226,0.0,245.29,1.0,25,3,2008,3,13,0.0
40034,0.21,0.0,251.52,0.8,20,12,2009,4,14,0.0
40035,0.22,0.108,241.8,1.0,16,9,2007,9,52,1.0
40036,0.798,0.174,241.4,3.4,31,5,2010,4,12,11.0
40037,0.276,0.0,237.83,1.2,15,4,2008,18,27,2.0
40038,2.63,0.062,238.68,11.0,1,2,2007,17,5,18.0
40039,0.154,0.0,241.51,0.6,8,12,2009,13,12,1.0
40040,0.314,0.11,239.31,1.4,7,4,2010,22,5,3.0
40041,0.618,0.078,247.87,2.4,16,12,2007,3,55,0.0
40042,0.158,0.0,240.97,0.8,28,6,2007,2,31,0.0
40043,0.396,0.114,245.01,1.6,5,9,2009,5,5,2.0
40044,2.44,0.192,239.71,10.2,24,2,2009,18,56,18.0
40045,1.99,0.178,233.19,8.4,11,8,2010,18,51,2.0
40046,0.372,0.17,241.43,1.6,16,10,2009,17,8,2.0
40047,0.246,0.0,242.79,1.0,23,3,2010,5,57,0.0
40048,0.836,0.22,245.36,3.4,20,10,2010,23,9,1.0
40049,0.3,0.094,244.26,1.2,20,12,2006,16,21,0.0
40050,1.502,0.048,235.69,6.4,10,7,2008,9,11,17.0
40051,1.774,0.282,243.35,7.4,12,6,2008,13,11,19.0
40053,2.196,0.05,239.65,9.0,12,5,2008,8,27,19.0
40054,0.752,0.0,243.92,3.2,30,1,2007,14,16,0.0
40055,0.3,0.098,245.38,1.4,13,9,2010,23,48,1.0
40056,0.818,0.148,245.64,3.4,11,12,2009,0,6,0.0
40057,1.714,0.056,234.75,7.2,25,9,2007,9,28,16.0
40058,1.576,0.246,240.79,6.6,14,1,2007,14,37,17.0
40059,1.642,0.422,240.34,7.0,14,6,2008,12,12,19.0
40060,1.41,0.07,240.08,5.8,16,9,2010,9,0,18.0
40061,2.434,0.374,239.31,10.2,27,11,2008,7,58,18.0
40062,0.244,0.122,238.3,1.0,8,2,2008,5,29,0.0
40064,3.196,0.0,240.08,13.2,1,12,2008,7,52,17.0
40065,1.48,0.068,243.3,6.0,31,10,2008,14,27,18.0
40066,0.122,0.0,238.78,0.6,18,4,2007,6,12,0.0
40067,1.478,0.258,242.77,6.2,1,12,2007,6,3,18.0
40068,0.348,0.104,245.54,1.4,5,9,2010,4,27,1.0
40069,0.31,0.108,245.2,1.4,15,12,2007,5,45,1.0
40070,0.482,0.332,241.7,2.4,10,2,2008,14,26,3.0
40071,0.212,0.084,240.22,1.0,9,12,2008,13,40,1.0
40072,0.426,0.048,242.52,1.8,27,2,2009,0,51,0.0
40073,0.438,0.242,246.57,2.0,12,7,2009,0,41,0.0
40074,0.322,0.112,246.58,1.4,12,12,2007,4,43,0.0
40075,1.648,0.0,239.63,6.8,22,3,2010,7,30,18.0
40076,4.318,0.07,238.82,18.6,2,6,2008,20,53,32.0
40077,1.65,0.316,239.48,7.0,10,4,2008,19,48,2.0
40078,0.276,0.11,240.96,1.2,22,9,2009,5,40,2.0
40079,1.384,0.102,241.54,5.6,6,9,2007,22,42,18.0
40080,2.566,0.264,242.42,10.6,27,12,2006,20,13,18.0
40081,0.606,0.092,240.63,2.6,21,3,2010,22,4,2.0
40082,0.228,0.0,244.76,1.0,2,5,2008,23,34,0.0
40083,0.382,0.096,243.85,1.6,4,8,2009,2,35,0.0
40084,1.364,0.198,237.83,5.8,27,7,2008,17,15,18.0
40085,0.862,0.206,241.51,3.6,8,5,2010,10,52,12.0
40086,1.702,0.128,236.67,7.2,3,2,2009,7,10,18.0
40087,0.374,0.102,240.17,1.6,12,8,2007,13,49,1.0
40088,1.308,0.07,246.19,5.2,25,1,2009,4,46,0.0
40089,0.912,0.046,240.58,4.0,2,5,2007,22,12,0.0
40090,3.68,0.758,243.11,15.6,1,10,2010,11,25,25.0
40091,1.44,0.102,241.67,6.0,4,1,2007,14,49,18.0
40093,2.582,0.0,238.83,10.8,10,5,2008,14,28,18.0
40094,0.338,0.08,239.36,1.4,5,10,2008,3,40,1.0
40095,3.332,0.0,231.98,14.2,23,4,2007,10,4,53.0
40096,1.402,0.082,243.95,5.6,14,12,2007,5,19,19.0
40097,0.238,0.132,241.88,1.0,8,1,2008,23,51,1.0
40098,2.916,0.18,234.02,12.4,12,2,2007,18,55,0.0
40099,0.202,0.0,240.33,0.8,19,1,2007,11,21,0.0
